(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B00WNJ8C1U,B01LWP9231,"Southern Marsh, Seersucker Hat, Blue Stripe with Navy, One Size",55,0,0.23%,0.00%,67,0,0.22%,0.00%,100.00%,0.00%,1,0,1.82%,0.00%,$20.00,$0.00,1,0
B07DGMLS8Y,B01LXTQJAJ,"Southern Marsh FieldTec Racerback Yoga Tank, Neon Coral, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$20.00,$0.00,1,0
B01M4LX86V,B01M2WWMC8,Southern Marsh Dorado Fleece Pullover French Blue & Peach X-Small,5,0,0.02%,0.00%,12,0,0.04%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$45.00,$0.00,1,0
B072MLB58F,B01M31QTIM,"Southern Marsh Woodford Snap Performance Pullover, Wintergreen, Large",4,0,0.02%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$50.00,$0.00,1,0
B01N6U5ZD1,B01MQTI9ED,"Branding - Flying Duck, Washed Slate, Small",10,0,0.04%,0.00%,16,0,0.05%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,$25.00,$0.00,1,0
B01MRC0UHH,B01MRC0UHH,"Southern Marsh Men's Authentic T-Shirt, Short Sleeve Tee, Washed Bimini Green, Large",26,0,0.11%,0.00%,31,0,0.10%,0.00%,100.00%,0.00%,1,0,3.85%,0.00%,$35.00,$0.00,1,0
B01LYE7YD3,B01N0KCMA1,"Ls Southern Class,X-Large,Azalea",7,0,0.03%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$25.00,$0.00,1,0
B00KZ1DH8G,B01N0TU86V,"Authentic,Small,Washed Moss Blue",21,0,0.09%,0.00%,23,0,0.08%,0.00%,0.00%,0.00%,1,0,4.76%,0.00%,$35.00,$0.00,1,0
B01N17WTP1,B01N1880K2,"Southern Marsh Shoals Seawash Swim Trunks, Peach, Small",31,1,0.13%,0.46%,47,1,0.15%,0.37%,100.00%,0.00%,1,0,3.23%,0.00%,$29.50,$0.00,1,0
B01MZ91M4Y,B01N2OW9I2,"Southern Marsh Savannah Lounge Pant - Mint Julep & Horseshoes, Light Blue, Large",5,0,0.02%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$35.00,$0.00,1,0
B01MUAEMU2,B01N4NOGKE,"Southern Marsh Men's Stewart Pocket Seersucker T-Shirt, Short Sleeve Tee, Coral with Blue, Large",27,1,0.11%,0.46%,29,1,0.10%,0.37%,100.00%,100.00%,1,0,3.70%,0.00%,$20.00,$0.00,1,0
B01MUADU6S,B01N5WQ5AH,Southern Marsh Regatta Shorts 8 Khaki,14,0,0.06%,0.00%,18,0,0.06%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$45.00,$0.00,1,0
B01MR98BSF,B01N9GYCO4,"Southern Marsh, Trucker Hat - Flying Duck, Dark Green, One Size",10,0,0.04%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,$15.00,$0.00,1,0
B01NAI6IC6,B01NAI6IC6,Southern Marsh Trucker Hat Cattail in Navy,7,0,0.03%,0.00%,10,0,0.03%,0.00%,85.71%,0.00%,1,0,14.29%,0.00%,$15.00,$0.00,1,0
B01N2OWDHP,B01NBPK5FT,"Southern Marsh The Brighton Shorts - Reef, Coral, WS4",17,0,0.07%,0.00%,25,0,0.08%,0.00%,100.00%,0.00%,1,0,5.88%,0.00%,$35.00,$0.00,1,0
B06WLHVKVJ,B06XC6WRNV,"Southern Marsh Youth’s Authentic T-Shirts, Short Sleeve Shirts, Midnight Gray, Medium",34,0,0.14%,0.00%,37,0,0.12%,0.00%,100.00%,0.00%,1,0,2.94%,0.00%,$30.00,$0.00,1,0
B00KZ1DH8G,B06XDHNVDR,"Southern Marsh Men's Authentic T-Shirt, Short Sleeve Tee, Washed Sky Blue, Large",24,0,0.10%,0.00%,27,0,0.09%,0.00%,0.00%,0.00%,1,0,4.17%,0.00%,$35.00,$0.00,1,0
B071P2837H,B07199RMYX,"Southern Marsh Peterson Performance Shorts, Light Gray, W32",16,0,0.07%,0.00%,20,0,0.07%,0.00%,100.00%,0.00%,2,0,12.50%,0.00%,$59.00,$0.00,1,0
B0779HBHWH,B071CFNCLT,"Southern Marsh Men’s Authentic Heritage Long Sleeve T-Shirt, Alabama Long Sleeve Tee, White, Medium",2,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$25.00,$0.00,1,0
B09GTXKG3C,B071GVJ5RC,"Southern Marsh Dockside Swim Trunk, Midnight Gray, Medium",7,0,0.03%,0.00%,7,0,0.02%,0.00%,0.00%,0.00%,1,0,14.29%,0.00%,$45.00,$0.00,1,0
B0CGJHMRN2,B073DPB38J,"Southern Marsh Thompson Twill Geese Hats, Unisex Hat, Khaki, Regular",16,0,0.07%,0.00%,23,0,0.08%,0.00%,95.45%,0.00%,1,0,6.25%,0.00%,$25.00,$0.00,1,0
B00KZ1DH8G,B074CNCST6,"Southern Marsh Men's Authentic T-Shirt, Short Sleeve Tee, XXX-Large",26,1,0.11%,0.46%,37,1,0.12%,0.37%,100.00%,0.00%,1,0,3.85%,0.00%,$35.00,$0.00,1,0
B01MXT8NCZ,B074FBYCMW,"Southern Marsh The Seawash Grayton Twill Pants, Mint, W30L32",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FCH4X8,"Southern Marsh The Seawash Grayton Twill Pants, Kelly Green, W32L32",6,0,0.02%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FCH8X6,"Southern Marsh The Seawash Grayton Twill Pants, Coral, W34L32",91,1,0.38%,0.46%,115,1,0.38%,0.37%,100.00%,100.00%,1,0,1.10%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FCJ925,"Southern Marsh The Seawash Grayton Twill Pants, Melon, W32L32",7,0,0.03%,0.00%,17,0,0.06%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FDD7JK,"Southern Marsh The Seawash Grayton Twill Pants, Melon, W34L30",10,0,0.04%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FF9W43,"Southern Marsh The Seawash Grayton Twill Pants, Coral, W40L32",18,0,0.07%,0.00%,23,0,0.08%,0.00%,100.00%,0.00%,1,0,5.56%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FFJZKG,"Southern Marsh The Seawash Grayton Twill Pants, Washed Red, W36L32",1,0,0.00%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FFQKV3,"Southern Marsh The Seawash Grayton Twill Pants, Coral, W36L30",13,0,0.05%,0.00%,17,0,0.06%,0.00%,92.31%,0.00%,1,0,7.69%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FFYPLB,"Southern Marsh The Seawash Grayton Twill Pants, Melon, W38L32",8,0,0.03%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FG1BLR,"Southern Marsh The Seawash Grayton Twill Pants, Washed Red, W40L32",7,0,0.03%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FG6J82,"Southern Marsh The Seawash Grayton Twill Pants, Burnt Orange, W40L32",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FJ28K9,"Southern Marsh The Seawash Grayton Twill Pants, Mint, W34L32",94,2,0.39%,0.91%,124,2,0.41%,0.74%,100.00%,100.00%,1,0,1.06%,0.00%,$40.00,$0.00,1,0
B01MXT8NCZ,B074FKLYL3,"Southern Marsh The Seawash Grayton Twill Pants, Burnt Orange, W38L32",6,0,0.02%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$40.00,$0.00,1,0
B0718XQT4C,B074LC1NP9,"The Taylor Short - Back Bay Knit, Royal Blue, WS4",4,1,0.02%,0.46%,18,2,0.06%,0.74%,16.67%,0.00%,1,0,25.00%,0.00%,$35.00,$0.00,1,0
B00PV3JJXU,B074X7RG6S,"Southern Marsh Rebecca Tartan Jersey, Women’s Long Sleeve Shirt Dark Green With Light Yellow Small",10,0,0.04%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,$25.00,$0.00,1,0
B06WLHVKVJ,B0751NQRPB,"Southern Marsh Youth Authentic, White, Youth Small",33,0,0.14%,0.00%,37,0,0.12%,0.00%,100.00%,0.00%,1,0,3.03%,0.00%,$20.00,$0.00,1,0
B0765B9CW6,B0765B9CW6,"Southern Marsh Shoals Seawash Swim Trunks - Bayside, French Blue, Small",91,0,0.38%,0.00%,141,0,0.46%,0.00%,100.00%,0.00%,1,0,1.10%,0.00%,$29.50,$0.00,1,0
B0765C85HT,B0765C85HT,Southern Marsh Gunnison Embroidered Hat in Washed Bimini Green,7,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$25.00,$0.00,1,0
B076BCRDL1,B076JD2KY2,"Southern Marsh Dockside Swim Trunks - Avenues, Navy, Large",50,0,0.21%,0.00%,60,0,0.20%,0.00%,100.00%,0.00%,1,0,2.00%,0.00%,$30.00,$0.00,1,0
B076JFLNCZ,B076JFLNCZ,"Southern Marsh Men's Authentic T-Shirt, Short Sleeve Tee, Washed Camellia, XX-Large",25,0,0.10%,0.00%,33,0,0.11%,0.00%,100.00%,0.00%,1,0,4.00%,0.00%,$35.00,$0.00,1,0
B00KZ1DH8G,B076JGS9MD,"Southern Marsh Men's Authentic T-Shirt, Short Sleeve Tee, Washed Berry, Large",41,0,0.17%,0.00%,55,0,0.18%,0.00%,0.00%,0.00%,1,0,2.44%,0.00%,$35.00,$0.00,1,0
B076JKL7Y7,B076JKW5XF,"Southern Marsh Men's Brevard Plaid Dress Shirts, Long Sleeve Shirt, Peach & Sage, Medium",9,1,0.04%,0.46%,10,1,0.03%,0.37%,100.00%,100.00%,1,1,11.11%,100.00%,$70.00,$70.00,1,1
B076KX6NXF,B076KX6NXF,"Southern Marsh The Hannah Shorts, Mint, WS0",55,0,0.23%,0.00%,73,0,0.24%,0.00%,100.00%,0.00%,1,0,1.82%,0.00%,$35.00,$0.00,1,0
B06WLHVKVJ,B076KYQS1C,"Southern Marsh Youth’s Authentic T-Shirts, Short Sleeve Shirts, Washed Oatmeal, Medium",76,1,0.32%,0.46%,90,1,0.30%,0.37%,100.00%,0.00%,1,0,1.32%,0.00%,$30.00,$0.00,1,0
B06XXYBYKQ,B076X9HJ3T,"Southern Marsh Brighton Short - Fractured Lines, Ocean Green, WS2",45,1,0.19%,0.46%,56,1,0.18%,0.37%,100.00%,0.00%,1,0,2.22%,0.00%,$25.00,$0.00,1,0
B00NB9NB44,B077MG1BP4,"Southern Marsh Women’s Rebecca Long Sleeve T-Shirt, Jersey Shirts, Asparagus with Pink, Medium",47,0,0.20%,0.00%,53,0,0.17%,0.00%,100.00%,0.00%,1,0,2.13%,0.00%,$25.00,$0.00,1,0
B00NB9NB44,B077MMH18Q,"Southern Marsh Women’s Rebecca Long Sleeve T-Shirt, Jersey Shirts, Asparagus with Pink, Large",23,0,0.10%,0.00%,28,0,0.09%,0.00%,100.00%,0.00%,1,0,4.35%,0.00%,$25.00,$0.00,1,0
B00PV3JOOO,B077NNK4JH,"Southern Marsh FieldTec Dune Pullover - Vibrant, Bay Green, X-Small",6,0,0.02%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$35.00,$0.00,1,0
B07CFWD2XY,B079H3XRJ1,Southern Marsh Men’s Set Sail - Spring Break T-Shirt – Short Sleeve Casual Graphic Tee,50,1,0.21%,0.46%,73,1,0.24%,0.37%,100.00%,0.00%,1,0,2.00%,0.00%,$25.00,$0.00,1,0
B08WWFZ8Z6,B079J4WP8J,"Youth Genuine - Deer Hunting, Washed Oxford Blue, Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$20.00,$0.00,1,0
B076JKL7Y7,B079K4FGST,"Southern Marsh Men's Brevard Plaid Dress Shirts, Long Sleeve Shirt, Navy & Blue, Medium",2,0,0.01%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$47.50,$0.00,1,0
B0DD6KB9KM,B07B3XPJGF,"Southern Marsh Men’s Cocktail Collection Sazerac T-Shirt, Short Sleeve Tee, Antigua Blue, Small",62,0,0.26%,0.00%,74,0,0.24%,0.00%,100.00%,0.00%,1,0,1.61%,0.00%,$20.00,$0.00,1,0
B076588JB5,B07B47R2FM,"The Hannah Short, Camellia, WS2",5,0,0.02%,0.00%,6,0,0.02%,0.00%,16.67%,0.00%,1,0,20.00%,0.00%,$49.00,$0.00,1,0
B08W1RXS6Z,B07C665RYY,"Southern Marsh Men's Kershaw Performance Plaid Dress Shirts, Long Sleeve Shirt, Coral & Teal, Small",26,0,0.11%,0.00%,31,0,0.10%,0.00%,100.00%,0.00%,1,0,3.85%,0.00%,$50.00,$0.00,1,0
B01N9XIOFN,B07DDPN5Y2,"Southern Marsh Men’s Expedition Series Marlin T-Shirt, Short Sleeve Tee, Red, Small",8,0,0.03%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$25.00,$0.00,1,0
B01MUADU6S,B07DFSLZ35,Southern Marsh Regatta Shorts 8 White,8,0,0.03%,0.00%,12,0,0.04%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$45.00,$0.00,1,0
B015ZXKXHQ,B07DGG832W,"Southern Marsh Men's Catawba Plaid Dress Shirts, Short Sleeve Shirt, Sage & Pink, Small",18,0,0.07%,0.00%,25,0,0.08%,0.00%,100.00%,0.00%,1,0,5.56%,0.00%,$25.00,$0.00,1,0
B07DFVSL3Z,B07DGGV2LM,Regatta Short - 6 Flat,1,0,0.00%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$29.50,$0.00,1,0
B07DGJVBKT,B07DGJP9X8,Southern Marsh Regatta Shorts 8 - Pleated Light Blue,3,1,0.01%,0.46%,3,1,0.01%,0.37%,100.00%,0.00%,1,0,33.33%,0.00%,$35.00,$0.00,1,0
B015ZXKXHQ,B07DGKQ92W,"Southern Marsh Men's Catawba Plaid Dress Shirts, Short Sleeve Shirt, Lilac & Lime, Small",16,0,0.07%,0.00%,27,0,0.09%,0.00%,100.00%,0.00%,1,0,6.25%,0.00%,$25.00,$0.00,1,0
B015ZXKXHQ,B07DGL6RC2,"Southern Marsh Men's Catawba Plaid Dress Shirts, Short Sleeve Shirt, Grey & Orange, Medium",45,0,0.19%,0.00%,57,0,0.19%,0.00%,100.00%,0.00%,1,0,2.22%,0.00%,$25.00,$0.00,1,0
B07DHYN3F4,B07DHXW487,"Southern Marsh Men’s Authentic Heritage Long Sleeve T-Shirt, Oklahoma Long Sleeve Tee, Crimson, Large",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$25.00,$0.00,1,0
B06ZYD7K65,B07DNJ25R8,"Caroline V-Neck, White, Small",8,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$15.00,$0.00,1,0
B06ZYD7K65,B07DNL4459,"Southern Marsh Women’s Caroline V-Neck T-Shirt, Short Sleeve Tee, Teal, Small",5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$15.00,$0.00,1,0
B07FDJ4ZWB,B07FDLBS8D,"North Basin Pullover, Mountain Purple and Coral, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$60.00,$0.00,1,0
B07GZ2QP13,B07GZ2QP13,"Southern Marsh Dockside Swim Trunks - Lattice, Blue and Red, X-Large",14,0,0.06%,0.00%,18,0,0.06%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$45.00,$0.00,1,0
B07GZ2XBX1,B07GZ2XBX1,"Southern Marsh Dockside Swim Trunks - Maldives Chambray, Navy, Small",12,0,0.05%,0.00%,13,0,0.04%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,$29.50,$0.00,1,0
B07HKQ2N1K,B07GZBTVCD,"Trademark Duck, Peach, Medium",5,0,0.02%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$25.00,$0.00,1,0
B07HQBY1HV,B07HSLWGGM,"Oakwood Performance Polo, Gray and Teal, Medium",6,0,0.02%,0.00%,7,0,0.02%,0.00%,0.00%,0.00%,1,0,16.67%,0.00%,$75.00,$0.00,1,0
B07HQ9WMRK,B07HSLWNV3,"Southern Marsh Men's Louisville Performance Windowpane Dress Shirts, Long Sleeve Shirt, Sage and Light Blue, Medium",17,0,0.07%,0.00%,19,0,0.06%,0.00%,100.00%,0.00%,1,0,5.88%,0.00%,$95.00,$0.00,1,0
B07HQ5K64S,B07HSQ79JT,"Southern Marsh Rachel Relaxed Shorts, Light Gray, Large",43,0,0.18%,0.00%,50,0,0.16%,0.00%,100.00%,0.00%,1,0,2.33%,0.00%,$24.50,$0.00,1,0
B01GSQ29J4,B07HSQJPWL,"Southern Marsh Washed Visor, Buttercream with Light Blue",29,0,0.12%,0.00%,37,0,0.12%,0.00%,100.00%,0.00%,1,0,3.45%,0.00%,$20.00,$0.00,1,0
B07HQYHVN3,B07HSQMJWC,"Southern Marsh Dockside Swim Trunks - Seashell, Coral, Medium",12,0,0.05%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,$59.00,$0.00,1,0
B01GSQ29J4,B07HSQXMT2,"Southern Marsh Washed Visor, Bimini Green with Melon",27,2,0.11%,0.91%,31,2,0.10%,0.74%,100.00%,100.00%,1,0,3.70%,0.00%,$20.00,$0.00,1,0
B07HS37Y8N,B07HSYN3X4,"Chambers Performance Gingham, Slate and Mint, Medium",10,0,0.04%,0.00%,17,0,0.06%,0.00%,100.00%,0.00%,2,0,20.00%,0.00%,$95.00,$0.00,1,0
B07HQ9WMRK,B07PML35V3,"Louisville Performance Windowpane, Blue and Navy, Small",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$47.50,$0.00,1,0
B07PRVRDM9,B07PPPBVW8,"Southern Marsh Shoals Seawash Swim Trunks - Mayan Watercolor, Burnt Taupe and Peach, Small",8,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$45.00,$0.00,1,0
B07PNJJZY6,B07PRXPH3X,"Southern Marsh Boulder Patch Hat, Light Gray",24,0,0.10%,0.00%,38,0,0.12%,0.00%,100.00%,0.00%,1,0,4.17%,0.00%,$25.00,$0.00,1,0
B07QM8YY1S,B07QP8D9L1,"Southern Marsh Windward Summer Shorts - 6 Flat, Audubon Tan, W38",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$59.00,$0.00,1,0
B0762ZW52D,B07QPQGN8J,"Southern Marsh Men’s SEAWASH Finish Line T-Shirt, Short Sleeve Tee, Light Gray, Small",13,0,0.05%,0.00%,14,0,0.05%,0.00%,0.00%,0.00%,1,0,7.69%,0.00%,$20.00,$0.00,1,0
B07QPV9RRV,B07QRWJTCJ,"Southern Marsh Women’s Tori Seawash Pocket T-Shirt, Short Sleeve Tee, Peach, Large",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$17.50,$0.00,1,0
B07PQSY1C9,B07WDR6RMM,"Southern Marsh Crawford Casual Shorts, Light Blue, Small",10,0,0.04%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,$65.00,$0.00,1,0
B07XSHRHXK,B07XSG2B82,"Southern Marsh FieldTec Heathered - Spoon, Midnight Gray, Small",22,0,0.09%,0.00%,25,0,0.08%,0.00%,100.00%,0.00%,1,0,4.55%,0.00%,$22.50,$0.00,1,0
B07XSH5BGS,B07XSLK6Z2,"Southern Marsh Bermuda Pensacola Stripe Polo, Mountain Purple and Teal, Large",3,0,0.01%,0.00%,4,0,0.01%,0.00%,75.00%,0.00%,1,0,33.33%,0.00%,$55.00,$0.00,1,0
B07HS37Y8N,B07XVQXGKH,"Southern Marsh Chambers Performance Gingham, Navy and Coral, Large",42,0,0.17%,0.00%,51,0,0.17%,0.00%,100.00%,0.00%,1,0,2.38%,0.00%,$70.00,$0.00,1,0
B07XWH3YC6,B07XWDLNB7,"Southern Marsh Brazos Stretch Twill Pants, Maroon, W38L32",2,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$40.00,$0.00,1,0
B00N5AHN7K,B07YN97GQ1,"Southern Marsh Ls Authentic, Squash, X-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$30.00,$0.00,1,0
B016J097N0,B07YQBS4B9,"Southern Marsh Men’s Cocktail Collection Long Sleeve T-Shirt, Hurricane Long Sleeve Tee, Coral, Small",4,0,0.02%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$21.00,$0.00,1,0
B07YSV2P7X,B07YSV2P7X,"Southern Marsh Circle Catch, Midnight Gray, Large",2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$17.50,$0.00,1,0
B07HQQTPB2,B07ZTRYSSK,"Southern Marsh Dockside Swim Trunks - Mayan Dot, Washed Red, Large",9,0,0.04%,0.00%,13,0,0.04%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$29.50,$0.00,1,0
B07QL93X9M,B07ZTVSRKX,"Southern Marsh Windward Summer Shorts - 8 Flat, Stone Brown, W36",2,0,0.01%,0.00%,3,0,0.01%,0.00%,50.00%,0.00%,1,0,50.00%,0.00%,$29.50,$0.00,1,0
B07PRVRDM9,B07ZTW8YP4,"Southern Marsh Shoals Seawash Swim Trunks - Mayan Watercolor, Blue and Lime, Medium",19,0,0.08%,0.00%,26,0,0.09%,0.00%,95.45%,0.00%,1,0,5.26%,0.00%,$45.00,$0.00,1,0
B081TGVQY3,B081TCQSL1,"Southern Marsh Men's Bastrop Performance Check Dress Shirts, Long Sleeve Shirt, Orange & Navy, Small",12,0,0.05%,0.00%,26,0,0.09%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,$50.00,$0.00,1,0
B08D6BBJG8,B084P78HWS,"Southern Marsh Lockhart Stretch Vest, Olive, Large",2,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$49.50,$0.00,1,0
B06XXYBYKQ,B084PBVZG6,"Southern Marsh The Brighton Shorts - Gingham, Royal Blue, WS2",101,1,0.42%,0.46%,144,1,0.47%,0.37%,100.00%,0.00%,1,0,0.99%,0.00%,$35.00,$0.00,1,0
B0865JYPV1,B0865D16Q9,"Southern Marsh Seawash Slub Polo, Antigua Blue, Large",18,0,0.07%,0.00%,19,0,0.06%,0.00%,100.00%,0.00%,1,0,5.56%,0.00%,$69.00,$0.00,1,0
B0865TY19J,B0865J2QNQ,"Southern Marsh Seawash Swim Trunks - Colorblock, Pink & Royal, Large",3,0,0.01%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$29.50,$0.00,1,0
B0865JYPV1,B0865K9HND,"Southern Marsh Seawash Slub Polo, Coral, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$69.00,$0.00,1,0
B0865LBSPL,B08661V3BF,"Southern Marsh Women’s Seawash Crewneck - Authentic T-Shirt, Short Sleeve Tee, Light Gray, Medium",27,0,0.11%,0.00%,30,0,0.10%,0.00%,100.00%,0.00%,1,0,3.70%,0.00%,$25.00,$0.00,1,0
B086667VBR,B08666H9L1,"Southern Marsh Men's Bayonet Twill Dress Shirts, Long Sleeve Shirt, Mint and Slate, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,1,0,100.00%,0.00%,$95.00,$0.00,1,0
B08667HRQQ,B08666P78Q,"Southern Marsh Men's Potomac Plaid Dress Shirts, Long Sleeve Shirt, French Blue and Navy, Large",10,0,0.04%,0.00%,12,0,0.04%,0.00%,40.00%,0.00%,1,0,10.00%,0.00%,$95.00,$0.00,1,0
B086665T4C,B08B8XKDNS,"Southern Marsh Men's SEAWASH Boulder Patch T-Shirt, Short Sleeve Tee, Slate, Small",76,2,0.32%,0.91%,94,2,0.31%,0.74%,98.82%,0.00%,1,0,1.32%,0.00%,$20.00,$0.00,1,0
B06WLHVKVJ,B08CVRJNZV,"Southern Marsh Youth’s Authentic T-Shirts, Short Sleeve Shirts, Seafoam, Large",29,1,0.12%,0.46%,31,1,0.10%,0.37%,0.00%,0.00%,1,0,3.45%,0.00%,$25.00,$0.00,1,0
B071V4FPRR,B08D9T918R,"Evans Gingham Dress Shirt, Sage & Lavender, Small",71,0,0.30%,0.00%,95,0,0.31%,0.00%,100.00%,0.00%,1,0,1.41%,0.00%,$50.00,$0.00,1,0
B08D9SGDWP,B08D9VWC6W,"Southern Marsh Ls Gun Dog - Three, Strawberry Fizz, Small",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$25.00,$0.00,1,0
B00WNJ8C1U,B08DRPFH8R,"Southern Marsh, Seersucker Hat, Vintage Seersucker with Brown, One Size",28,0,0.12%,0.00%,39,0,0.13%,0.00%,100.00%,0.00%,1,0,3.57%,0.00%,$20.00,$0.00,1,0
B08GYFCJTM,B08GYP633S,"Youth Backroads - Alabama, Crimson, Youth Large",5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$20.00,$0.00,1,0
B014Q48QT2,B08M926QK4,"Southern Marsh Men's Cumberland Plaid Dress Shirts, Long Sleeve Shirt, Slate and Sage, Small",11,0,0.05%,0.00%,12,0,0.04%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,$50.00,$0.00,1,0
B014Q48QT2,B08M9FNSGF,"Southern Marsh Men's Cumberland Plaid Dress Shirts, Long Sleeve Shirt, Lilac and Pink, Small",22,1,0.09%,0.46%,29,2,0.10%,0.74%,100.00%,100.00%,1,0,4.55%,0.00%,$47.50,$0.00,1,0
B08M9QZXJ9,B08M9M47FV,"Southern Marsh Hanover Boxer - Riptide, Melon, Small",3,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$15.00,$0.00,1,0
